,i_sc,i_mp,v_oc,v_mp,p_mp,i_x,i_xx
2020-05-23 14:25:00-06:00,1442.65811657667,1282.4344720543343,803.7140058410547,635.2247373014737,814634.1006170686,1409.7012876707415,912.4616352487027
2020-05-23 14:30:00-06:00,1446.8480568666616,1285.9513284176448,801.8761432496303,633.1200312530447,814161.5452376736,1413.8080347342834,914.760974876601
2020-05-23 14:35:00-06:00,1451.223962257163,1289.6294380337642,800.0343612641025,631.0052986685782,813763.0087182861,1418.0971694361483,917.1591481503348
2020-05-23 14:40:00-06:00,1455.7837465362463,1293.4668849320453,798.1887788419906,628.8807122120837,813436.3758188098,1422.5666564142334,919.6547461943634
2020-05-23 14:45:00-06:00,1460.5253513898263,1297.461778575157,796.3395305275848,626.746460933319,813179.5779182293,1427.2144879539983,922.2463669390555
2020-05-23 14:50:00-06:00,1465.4467883990328,1301.6122915113554,794.4867769195868,624.602760297173,812990.630114721,1432.0387251579166,924.9326380010802
2020-05-23 14:55:00-06:00,1470.5461953727033,1305.9167085069773,792.630702830206,622.4498485175458,812867.6573867,1437.0375531694842,927.712247316529
2020-05-23 15:00:00-06:00,1475.8218967348614,1310.3734752947466,790.7714688494478,620.2879325246112,812808.8538256681,1442.20934035443,930.5839764831527
2020-05-23 15:05:00-06:00,1468.6089686998282,1304.038009269946,790.3796623010826,620.0809570690617,808609.1368425421,1435.1368112555185,926.7045884343296
2020-05-23 15:10:00-06:00,1461.4339144819137,1297.7345293370547,789.9810930993407,619.8658675383112,804421.3398619356,1428.1016478704396,922.8391540919544
2020-05-23 15:15:00-06:00,1454.2905839763646,1291.457711112939,789.5761586636038,619.6432739542913,800243.0842875369,1421.0978171487795,918.9844401014896
2020-05-23 15:20:00-06:00,1447.1734749059315,1285.202793105041,789.1652533647102,619.4137641079203,796072.2997192063,1414.1199219567834,915.1375419573545
2020-05-23 15:25:00-06:00,1440.0777612313036,1278.9656060636328,788.7488197833094,619.1779578175812,791907.3120814053,1407.1632288476094,911.2959017244932
2020-05-23 15:30:00-06:00,1432.9993592882797,1272.7426225298236,788.3272422727894,618.9363901347269,787746.7243592144,1400.2237327244297,907.4573488385513
2020-05-23 15:35:00-06:00,1425.934950344241,1266.5309836510432,787.9009293147517,618.6895992850426,783589.5467571549,1393.2981788772668,903.6201144942714
2020-05-23 15:40:00-06:00,1418.882034138882,1260.3285434906581,787.4702776011156,618.4380862310359,779435.1724587115,1386.3841153231444,899.7828648781369
2020-05-23 15:45:00-06:00,1411.8389533409072,1254.1338961706952,787.0357392648317,618.1823861954535,775283.4845434015,1379.4799166843231,895.9447171904395
2020-05-23 15:50:00-06:00,1404.804955893973,1247.9464230182487,786.5977241580745,617.9229614017853,771134.7493822012,1372.5848451123734,892.1052790110814
2020-05-23 15:55:00-06:00,1397.7802254585536,1241.766323037225,786.156642188188,617.6602456155024,766989.6920842316,1365.699080006149,888.2646683507517
2020-05-23 16:00:00-06:00,1390.765904531751,1235.5946397993969,785.7129830689479,617.394729128534,762849.6179516171,1358.8237405659281,884.4235293243918
2020-05-23 16:05:00-06:00,1383.7641568027966,1229.4333071806593,785.267198612972,617.1268300113361,758716.2795707535,1351.9609466952281,880.5830724080931
2020-05-23 16:10:00-06:00,1376.7781884437184,1223.2851723631888,784.8197521494263,616.8569465198938,754591.9561470186,1345.11383973363,876.7450899066127
2020-05-23 16:15:00-06:00,1369.8122772451884,1217.154026820037,784.371183936056,616.5855264252802,750479.5563674823,1338.2866108818982,872.9119756454587
2020-05-23 16:20:00-06:00,1362.871815712191,1211.0446360872327,783.9220024538631,616.3129485910619,746382.4905423119,1331.4845432157374,869.0867549563147
2020-05-23 16:25:00-06:00,1355.9633344536771,1204.962766286438,783.4727564759152,616.0395996559218,742304.7801433895,1324.7140344748111,865.2731013277864
