,i_sc,i_mp,v_oc,v_mp,p_mp,i_x,i_xx
2020-05-19 14:30:00-06:00,3.8154851499886453,3.397280085650785,777.2935098541525,615.8876412864624,2092.342818740933,3.7257461315009364,2.4853877344312054
2020-05-19 14:35:00-06:00,3.7817761308019233,3.367267374119041,775.4586224507068,614.2345051419364,2068.291809222597,3.6927424410820664,2.4658802523582732
2020-05-19 14:40:00-06:00,3.7476611327225053,3.3368990149057463,773.6239353986169,612.5859848610138,2044.1375694277835,3.6593429136833002,2.446091698704239
2020-05-19 14:45:00-06:00,3.7130804687260253,3.3061224804640936,771.7896716547995,610.9428450107076,2019.8518741685907,3.625489177906536,2.425985663567661
2020-05-19 14:50:00-06:00,3.677974089600864,3.2748848977259866,769.9560448441997,609.3058411316346,1995.406497218219,3.59112251983171,2.4055251889481672
2020-05-19 14:55:00-06:00,3.642281579586726,3.243133022302258,768.1231605889902,607.6756132307391,1970.7728481163851,3.556183879116183,2.3846727558732206
2020-05-19 15:00:00-06:00,3.605942012754087,3.210813137709716,766.291149413199,606.0528283549833,1945.9223834283118,3.5206137090983547,2.363390181147123
2020-05-19 15:05:00-06:00,3.5642464420534146,3.174228741949492,766.7028847028279,606.88113593984,1926.379544647197,3.479805726510374,2.33883662297819
2020-05-19 15:10:00-06:00,3.5226274175237586,3.13769505160491,767.0870092453633,607.6788190971602,1906.7108236462748,3.439074927334184,2.3142646605915274
2020-05-19 15:15:00-06:00,3.4810820910446068,3.101209820662266,767.4436868824752,608.4460568170664,1886.9188867443174,3.398418514404171,2.2896728877219634
2020-05-19 15:20:00-06:00,3.439608370793449,3.0647714725177067,767.7731270796613,609.1830669618892,1867.0068851656417,3.3578344312374,2.2650603299090197
2020-05-19 15:25:00-06:00,3.3982049806423866,3.028379135903878,768.0754961635773,609.8900106428864,1846.9781834271114,3.317321419856064,2.240426488149069
2020-05-19 15:30:00-06:00,3.356871455354076,2.992032660533586,768.3510158149154,610.5670974911137,1826.8366971406062,3.2768790159547625,2.215771339733327
2020-05-19 15:35:00-06:00,3.31560822224361,2.9557326627088134,768.5998184875303,611.2144301855866,1806.586455218494,3.2365076284412164,2.1910953970570812
2020-05-19 15:40:00-06:00,3.2744165757354615,2.919480533162921,768.822102235165,611.8321701436196,1786.2321102971214,3.1962085144416155,2.1663996952475273
2020-05-19 15:45:00-06:00,3.233298731879955,2.8832784714418196,769.018053332841,612.4204541730745,1765.7787109878473,3.1559838323242624,2.1416858335737303
2020-05-19 15:50:00-06:00,3.192257874083778,2.847129522293102,769.187817488578,612.9793632085559,1745.2316415475054,3.1158366861610847,2.1169560106525784
2020-05-19 15:55:00-06:00,3.151298139353035,2.811037583324956,769.3316040384443,613.509033727295,1724.5969515168047,3.075771112095567,2.0922130210517467
2020-05-19 16:00:00-06:00,3.1104246735570014,2.775007439962068,769.449604350135,614.0095699673083,1703.8811248671905,3.0357921320705215,2.067460297903077
2020-05-19 16:05:00-06:00,3.069643662046493,2.7390447936757707,769.5419913587763,614.4810431273062,1683.0911019903044,2.9959057835056955,2.0427019390259633
2020-05-19 16:10:00-06:00,3.028962324418967,2.70315626768191,769.6089731015085,614.9235486020798,1662.2344445489136,2.9561191139424445,2.017942710338297
2020-05-19 16:15:00-06:00,2.988388936368573,2.6673494292382824,769.650806803284,615.3372208307384,1641.3193847719408,2.9164402021454494,1.993188066654567
2020-05-19 16:20:00-06:00,2.947932878845778,2.631632813702842,769.6676774873999,615.7221032257135,1620.3544909709162,2.8768782058113516,1.9684441919636748
2020-05-19 16:25:00-06:00,2.907604603090053,2.5960159195313914,769.659846378212,616.0783071097135,1599.349092934766,2.8374433271968162,1.9437179830097362
2020-05-19 16:30:00-06:00,2.867415648004159,2.5605092137870216,769.6275879367736,616.405944419361,1578.3131001188647,2.7981468297861083,1.919017068957306
2020-05-19 16:35:00-06:00,2.8273786539576267,2.5251241407271716,769.5711611525778,616.7050971004844,1557.2569283979278,2.759001051494832,1.8943498280868987
2020-05-19 16:40:00-06:00,2.787507324987342,2.4898731002495547,769.4908784484553,616.9758912716975,1536.1916751798938,2.7200193674867035,1.869725370813799
2020-05-19 16:45:00-06:00,2.7478164170909873,2.4547694322399183,769.3870685184044,617.218457923829,1515.1290035256757,2.6812161784463546,1.8451535403513775
2020-05-19 16:50:00-06:00,2.7083217110685154,2.4198273956290306,769.2600918788818,617.4329501208908,1494.0811676665844,2.6426068837912817,1.8206449025335274
2020-05-19 16:55:00-06:00,2.669039974812972,2.3850621280482875,769.1102901696966,617.6194896086259,1473.0608542100465,2.604207844547526,1.7962107297103427
2020-05-19 17:00:00-06:00,2.628135028435337,2.3488435608631164,768.8984029043907,617.7521164950516,1451.0030810389635,2.564224238512877,1.770706157187181
2020-05-19 17:05:00-06:00,2.5856038357965434,2.3111680704140727,768.6225863748834,617.8284873693476,1427.9054730002604,2.5226533673648524,1.7441217463312058
2020-05-19 17:10:00-06:00,2.543290580300585,2.273672979557393,768.3216567724558,617.8736742222522,1404.8426778589821,2.48129790958924,1.7176064268102589
2020-05-19 17:15:00-06:00,2.5011771958855116,2.2363425131628922,767.9951211814208,617.8871438134522,1381.8072880468171,2.4401401736708883,1.6911498408830883
2020-05-19 17:20:00-06:00,2.4592445975100956,2.1991599694110717,767.6424118608204,617.8682769439224,1358.791181024068,2.3991614765209324,1.664740870725444
2020-05-19 17:25:00-06:00,2.4174726872160117,2.162107723153481,767.262871328594,617.8163505101396,1335.785502928471,2.3583421496407255,1.638367635536256
2020-05-19 17:30:00-06:00,2.3758403191551647,2.1251672003634177,766.8557925750639,617.7305785215192,1312.7807641354511,2.317661505215127,1.6120174619397816
2020-05-19 17:35:00-06:00,2.3343252685389504,2.088318845574862,766.4203827472569,617.6100710099356,1289.7667505068773,2.2770978060152767,1.585676857507971
2020-05-19 17:40:00-06:00,2.2929041373601406,2.0515420372065547,765.9557542778716,617.4538223818132,1266.7324726501593,2.2366281735566336,1.559331443221899
